source_id,city,title,publisher,bucket,source_type,access_url,api_url,licence,coverage_start,coverage_end,spatial_granularity,temporal_granularity,retrieved_at,refresh_policy,ingest_priority,known_limitations,raw_metadata_file,notes
43nn-pn8j,new_york,DOHMH Restaurant Inspection Results,NYC Department of Health and Mental Hygiene,public services; economy,discovery_catalog_source,https://data.cityofnewyork.us/api/views/43nn-pn8j,https://data.cityofnewyork.us/resource/43nn-pn8j.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Restaurant/CAMIS at address/ZIP/boro,Inspection/action dates,2026-04-28T12:19:23.839639+00:00,,,Closed businesses may age out; score rules changed; not full business registry,raw_metadata/new_york__43nn-pn8j__page.json,
8cwr-7pqn,new_york,ACS 5-Year Demographic Profiles at NTA level,NYC DCP / U.S. Census Bureau,demographics,discovery_catalog_source,https://data.cityofnewyork.us/api/views/8cwr-7pqn,https://data.cityofnewyork.us/resource/8cwr-7pqn.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Neighborhood Tabulation Area,5-year survey estimates,2026-04-28T12:19:23.839640+00:00,,,Survey margins of error; older NTA geography; not annual truth,raw_metadata/new_york__8cwr-7pqn__page.json,
swpk-hqdp,new_york,New York City Population by Neighborhood Tabulation Areas,NYC DCP / U.S. Census Bureau,demographics,discovery_catalog_source,https://data.cityofnewyork.us/api/views/swpk-hqdp,https://data.cityofnewyork.us/resource/swpk-hqdp.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,NTA,Decennial counts,2026-04-28T12:19:23.839642+00:00,,,Boundary changes between NTA versions; decennial only,raw_metadata/new_york__swpk-hqdp__page.json,
9nt8-h7nd,new_york,2020 Neighborhood Tabulation Areas,NYC DCP,boundaries/geography; demographics; basemap,discovery_catalog_source,https://data.cityofnewyork.us/api/views/9nt8-h7nd,https://data.cityofnewyork.us/resource/9nt8-h7nd.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,NTA polygon,Release snapshot,2026-04-28T12:19:23.839643+00:00,,,"Geography, not statistics; crosswalk needed to older NTAs Boundary vintage changes over time; use DCP crosswalks when comparing historical NTA versions.",raw_metadata/new_york__9nt8-h7nd__page.json,
new-044-u-s-census-api-decennial-census-and-acs,new_york,U.S. Census API: Decennial Census and ACS,U.S. Census Bureau,demographics; economy,discovery_catalog_source,https://api.census.gov/data.html,,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,"Block, block group, tract, county, PUMA, place",Decennial or annual survey vintages,2026-04-28T12:19:23.839646+00:00,,,API table IDs/geographies vary; margins of error for ACS; tract boundary changes,raw_metadata/new_york__new-044-u-s-census-api-decennial-census-and-acs__page.json,
new-045-lehd-origin-destination-employment-statistics-lodes,new_york,LEHD Origin-Destination Employment Statistics (LODES),U.S. Census Bureau,economy; transport,discovery_catalog_source,https://lehd.ces.census.gov/data/,,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Census block OD/home/work area,Annual,2026-04-28T12:19:23.839651+00:00,,,Noise infusion; excludes some workers; workplace geocoding uncertainty,raw_metadata/new_york__new-045-lehd-origin-destination-employment-statistics-lodes__page.json,
b7aj-ck5a,new_york,NYC Greenhouse Gas Emissions Municipal Inventory,NYC Mayor's Office of Climate and Environmental Justice,environment; policy,discovery_catalog_source,https://data.cityofnewyork.us/api/views/b7aj-ck5a,https://data.cityofnewyork.us/resource/b7aj-ck5a.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,City agency/sector/source,Annual,2026-04-28T12:19:23.839653+00:00,,,"Municipal operations only, not full citywide inventory; accounting method changes",raw_metadata/new_york__b7aj-ck5a__page.json,
c3uy-2p5r,new_york,Air Quality and Health Impacts,NYC DOHMH,environment; public health,discovery_catalog_source,https://data.cityofnewyork.us/api/views/c3uy-2p5r,https://data.cityofnewyork.us/resource/c3uy-2p5r.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,"Citywide, borough, community district, NTA/other areas depending indicator",Annual/seasonal indicator values,2026-04-28T12:19:23.839655+00:00,,,Modeled/surveyed indicators; geography and metric vary,raw_metadata/new_york__c3uy-2p5r__page.json,
q68s-8qxv,new_york,NYCCAS Air Pollution Rasters,NYC DOHMH,environment; imagery/basemaps,discovery_catalog_source,https://data.cityofnewyork.us/api/views/q68s-8qxv,https://data.cityofnewyork.us/resource/q68s-8qxv.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Raster grid citywide,Annual/seasonal rasters,2026-04-28T12:19:23.839656+00:00,,,Modeled estimates; raster downloads large; not direct monitors,raw_metadata/new_york__q68s-8qxv__page.json,
uvpi-gqnh,new_york,2015 Street Tree Census - Tree Data,NYC Parks,environment; public realm,discovery_catalog_source,https://data.cityofnewyork.us/api/views/uvpi-gqnh,https://data.cityofnewyork.us/resource/uvpi-gqnh.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Individual street tree point,Census snapshot,2026-04-28T12:19:23.839658+00:00,,,Volunteer census quality; tree survival changes after snapshot unknown,raw_metadata/new_york__uvpi-gqnh__page.json,
5uug-f49n,new_york,Harbor Water Quality,NYC DEP,environment,discovery_catalog_source,https://data.cityofnewyork.us/api/views/5uug-f49n,https://data.cityofnewyork.us/resource/5uug-f49n.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Sampling station,Sample date/measurement,2026-04-28T12:19:23.839659+00:00,,,Station network/parameters vary; QA flags needed,raw_metadata/new_york__5uug-f49n__page.json,
9i7c-xyvv,new_york,NYC Stormwater Flood Maps,NYC DEP,environment; policy,discovery_catalog_source,https://data.cityofnewyork.us/api/views/9i7c-xyvv,https://data.cityofnewyork.us/resource/9i7c-xyvv.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Flood hazard polygons/rasters,Scenario snapshot,2026-04-28T12:19:23.839660+00:00,,,"Modeled scenarios, not observed events; update with climate assumptions",raw_metadata/new_york__9i7c-xyvv__page.json,
5xsi-dfpx,new_york,Sandy Inundation Zone,NYC SBS / NYC Open Data,environment; disaster,discovery_catalog_source,https://data.cityofnewyork.us/api/views/5xsi-dfpx,https://data.cityofnewyork.us/resource/5xsi-dfpx.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Inundation polygon,Event footprint,2026-04-28T12:19:23.839662+00:00,,,Single-event modeled/observed extent; not future risk map,raw_metadata/new_york__5xsi-dfpx__page.json,
enfh-gkve,new_york,Parks Properties,NYC Parks,public services; environment; basemap,discovery_catalog_source,https://data.cityofnewyork.us/api/views/enfh-gkve,https://data.cityofnewyork.us/resource/enfh-gkve.json,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Park/property polygon,Release snapshot,2026-04-28T12:19:23.839663+00:00,,,Limited opening/closing dates; management boundaries can differ from public access,raw_metadata/new_york__enfh-gkve__page.json,
new-054-nyc-orthoimagery-aerial-imagery-archives,new_york,NYC Orthoimagery / Aerial imagery archives,"NYC OTI / DoITT, NYC Open Data",imagery/basemaps,discovery_catalog_source,https://data.cityofnewyork.us/browse?q=orthoimagery&sortBy=relevance,,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Raster/tile by borough/tile index,Imagery vintage snapshot,2026-04-28T12:19:23.839666+00:00,,,Large files; borough tiles split across datasets; licensing/availability by vintage,raw_metadata/new_york__new-054-nyc-orthoimagery-aerial-imagery-archives__page.json,
new-055-epa-ejscreen-and-environmental-justice-data,new_york,EPA EJScreen and environmental justice data,U.S. Environmental Protection Agency,environment; demographics,discovery_catalog_source,https://www.epa.gov/ejscreen/download-ejscreen-data,,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Block group/tract-style national geographies,Annual release snapshot,2026-04-28T12:19:23.839669+00:00,,,Screening tool not risk assessment; variables/methods change by release,raw_metadata/new_york__new-055-epa-ejscreen-and-environmental-justice-data__page.json,
new-056-epa-air-quality-system-aqs-api,new_york,EPA Air Quality System (AQS) API,U.S. EPA,environment,discovery_catalog_source,https://aqs.epa.gov/aqsweb/documents/data_api.html,,"Requires source-level review; many official sources use OGL/UK Open Government Licence, TfL terms, NYC Open Data Terms, or agency-specific terms.",,,Monitoring station,Hourly/daily/annual observations,2026-04-28T12:19:23.839673+00:00,,,Sparse monitors; API registration/email parameter; not neighborhood-resolution,raw_metadata/new_york__new-056-epa-air-quality-system-aqs-api__page.json,
5zhs-2jue,new_york,Building Footprints / BUILDING,NYC Open Data / City agency,building footprints/basemap,Socrata geospatial table,https://data.cityofnewyork.us/api/views/5zhs-2jue,https://data.cityofnewyork.us/resource/5zhs-2jue.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,building footprint polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Not legal boundary; update cadence check needed. Value: core built-form geometry,raw_metadata/new_york__5zhs-2jue__page.json,
ipkp-snf6,new_york,Building Footprints Historic / BUILDING_HISTORIC,NYC Open Data / City agency,building footprints/historical,Socrata geospatial table,https://data.cityofnewyork.us/api/views/ipkp-snf6,https://data.cityofnewyork.us/resource/ipkp-snf6.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,building footprint polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Vintages/geometry standards vary. Value: before/after footprint change detection,raw_metadata/new_york__ipkp-snf6__page.json,
skyk-mpzq,new_york,Historic Districts,NYC Open Data / City agency,landmarks/historic districts/planning,Socrata geospatial table,https://data.cityofnewyork.us/api/views/skyk-mpzq,https://data.cityofnewyork.us/resource/skyk-mpzq.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,district polygon,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Designated districts only. Value: preservation constraints,raw_metadata/new_york__skyk-mpzq__page.json,
buis-pvji,new_york,Individual Landmark Sites,NYC Open Data / City agency,landmarks/historic districts/planning,Socrata geospatial table,https://data.cityofnewyork.us/api/views/buis-pvji,https://data.cityofnewyork.us/resource/buis-pvji.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,site geometry,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,May omit some interior/scenic context. Value: site-level preservation constraints,raw_metadata/new_york__buis-pvji__page.json,
ncre-qhxs,new_york,Designated and Calendared Buildings and Sites,NYC Open Data / City agency,landmarks/pipeline/planning,Socrata table,https://data.cityofnewyork.us/api/views/ncre-qhxs,https://data.cityofnewyork.us/resource/ncre-qhxs.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,building/site record,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,May require geocoding/BBL join. Value: pipeline/proposed landmark status,raw_metadata/new_york__ncre-qhxs__page.json,
dpm2-m9mq,new_york,LPC Permit Application Information,NYC Open Data / City agency,landmarks/permits/development,Socrata table,https://data.cityofnewyork.us/api/views/dpm2-m9mq,https://data.cityofnewyork.us/resource/dpm2-m9mq.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,application record,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Permits do not guarantee completed work. Value: alteration pressure in landmarked areas,raw_metadata/new_york__dpm2-m9mq__page.json,
fdkv-4t4z,new_york,NYC Zoning Tax Lot Database,NYC Open Data / City agency,zoning/tax lots/planning,Socrata table,https://data.cityofnewyork.us/api/views/fdkv-4t4z,https://data.cityofnewyork.us/resource/fdkv-4t4z.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,BBL/tax lot,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Attribute table; join to geometry. Value: lot-level zoning capacity,raw_metadata/new_york__fdkv-4t4z__page.json,
mm69-vrje,new_york,Zoning GIS Data: Geodatabase,NYC Open Data / City agency,zoning GIS/planning,Socrata file/blob,https://data.cityofnewyork.us/api/views/mm69-vrje,https://data.cityofnewyork.us/resource/mm69-vrje.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,district/overlay polygons,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,File download workflow. Value: authoritative zoning GIS,raw_metadata/new_york__mm69-vrje__page.json,
mxbm-493w,new_york,Georeferenced NYC Zoning Maps,NYC Open Data / City agency,zoning GIS/historic maps,Socrata file/blob,https://data.cityofnewyork.us/api/views/mxbm-493w,https://data.cityofnewyork.us/resource/mxbm-493w.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,raster/map sheet,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Raster handling needed. Value: visual zoning context,raw_metadata/new_york__mxbm-493w__page.json,
smk3-tmxj,new_york,Department of Finance Digital Tax Map,NYC Open Data / City agency,tax lots/parcels,Socrata file/blob,https://data.cityofnewyork.us/api/views/smk3-tmxj,https://data.cityofnewyork.us/resource/smk3-tmxj.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,tax lot/block map,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,File-based; legal/tax representation caveats. Value: parcel backbone,raw_metadata/new_york__smk3-tmxj__page.json,
p8u6-a6it,new_york,Digital Tax Map: Condominiums,NYC Open Data / City agency,tax lots/parcels/condos,Socrata table,https://data.cityofnewyork.us/api/views/p8u6-a6it,https://data.cityofnewyork.us/resource/p8u6-a6it.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,condominium record,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Not one-to-one with physical buildings. Value: condo parcel attribution,raw_metadata/new_york__p8u6-a6it__page.json,
eguu-7ie3,new_york,Digital Tax Map: Condominium Units,NYC Open Data / City agency,tax lots/parcels/condos,Socrata table,https://data.cityofnewyork.us/api/views/eguu-7ie3,https://data.cityofnewyork.us/resource/eguu-7ie3.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,condo unit,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,High volume; join-dependent. Value: fine-grained unit intensity,raw_metadata/new_york__eguu-7ie3__page.json,
mdja-si6a,new_york,Digital Tax Map: Air Lots,NYC Open Data / City agency,tax lots/air rights/development,Socrata table,https://data.cityofnewyork.us/api/views/mdja-si6a,https://data.cityofnewyork.us/resource/mdja-si6a.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,air lot,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Specialized legal geography. Value: vertical/air-right parcelization,raw_metadata/new_york__mdja-si6a__page.json,
ag5u-vnw2,new_york,Digital Tax Map: Subterranean Lots,NYC Open Data / City agency,tax lots/infrastructure,Socrata table,https://data.cityofnewyork.us/api/views/ag5u-vnw2,https://data.cityofnewyork.us/resource/ag5u-vnw2.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,subterranean lot,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Spatial representation limited. Value: infrastructure/complex mixed-use sites,raw_metadata/new_york__ag5u-vnw2__page.json,
n7gv-k5yt,new_york,Capital Projects,NYC Open Data / City agency,capital projects/public investment,Socrata table,https://data.cityofnewyork.us/api/views/n7gv-k5yt,https://data.cityofnewyork.us/resource/n7gv-k5yt.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,project,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Locations may be text/approximate. Value: public investment signal,raw_metadata/new_york__n7gv-k5yt__page.json,
4hcv-tc5r,new_york,Capital Project Tracker,NYC Open Data / City agency,capital projects/status,Socrata table,https://data.cityofnewyork.us/api/views/4hcv-tc5r,https://data.cityofnewyork.us/resource/4hcv-tc5r.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,project/status,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,May omit phases/agencies. Value: schedule/status evolution,raw_metadata/new_york__4hcv-tc5r__page.json,
2xh6-psuq,new_york,Capital Project Schedules and Budgets,NYC Open Data / City agency,capital projects/budgets,Socrata table,https://data.cityofnewyork.us/api/views/2xh6-psuq,https://data.cityofnewyork.us/resource/2xh6-psuq.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,budget/schedule record,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Fiscal fields need interpretation. Value: budget/timing magnitude,raw_metadata/new_york__2xh6-psuq__page.json,
wa2y-rh4b,new_york,Capital Project Detail Data - Dollars,NYC Open Data / City agency,capital projects/finance,Socrata table,https://data.cityofnewyork.us/api/views/wa2y-rh4b,https://data.cityofnewyork.us/resource/wa2y-rh4b.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,project/funding line,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Geocoding/joining required. Value: capital dollar concentration,raw_metadata/new_york__wa2y-rh4b__page.json,
rukc-mmqu,new_york,Active Projects - Infrastructure Historical,NYC Open Data / City agency,DDC construction/infrastructure,Socrata table,https://data.cityofnewyork.us/api/views/rukc-mmqu,https://data.cityofnewyork.us/resource/rukc-mmqu.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,project,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Historical snapshot; locations parse needed. Value: public infrastructure work,raw_metadata/new_york__rukc-mmqu__page.json,
g9ub-hrve,new_york,Active Projects - Public Buildings Historical,NYC Open Data / City agency,DDC construction/public buildings,Socrata table,https://data.cityofnewyork.us/api/views/g9ub-hrve,https://data.cityofnewyork.us/resource/g9ub-hrve.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,project/building,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Historical snapshot. Value: public building change,raw_metadata/new_york__g9ub-hrve__page.json,
3ss8-m844,new_york,DDC Active Projects,NYC Open Data / City agency,DDC/public construction,Socrata table,https://data.cityofnewyork.us/api/views/3ss8-m844,https://data.cityofnewyork.us/resource/3ss8-m844.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,project,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Extents may be generalized. Value: live public construction,raw_metadata/new_york__3ss8-m844__page.json,
wye7-nyek,new_york,Interagency Coordination and Construction Permits Data / MOSYS,NYC Open Data / City agency,construction coordination/roadworks,Socrata table,https://data.cityofnewyork.us/api/views/wye7-nyek,https://data.cityofnewyork.us/resource/wye7-nyek.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,permit/coordination record,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Operational data; location normalization hard. Value: roadwork/utility conflict explanation,raw_metadata/new_york__wye7-nyek__page.json,
r528-jcks,new_york,Sidewalk Weekly Construction Schedule,NYC Open Data / City agency,sidewalk/public realm/construction,Socrata table,https://data.cityofnewyork.us/api/views/r528-jcks,https://data.cityofnewyork.us/resource/r528-jcks.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,schedule/location,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Schedule not completion. Value: near-term public-realm change,raw_metadata/new_york__r528-jcks__page.json,
dntt-gqwq,new_york,Sidewalk Management Database - Inspection,NYC Open Data / City agency,sidewalk/public realm/condition,Socrata table,https://data.cityofnewyork.us/api/views/dntt-gqwq,https://data.cityofnewyork.us/resource/dntt-gqwq.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,inspection/defect,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Inspection bias. Value: sidewalk condition/enforcement,raw_metadata/new_york__dntt-gqwq__page.json,
ugc8-s3f6,new_york,Sidewalk Management Database - Built,NYC Open Data / City agency,sidewalk/public realm/built work,Socrata table,https://data.cityofnewyork.us/api/views/ugc8-s3f6,https://data.cityofnewyork.us/resource/ugc8-s3f6.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,built work/segment,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Not complete pedestrian inventory. Value: completed sidewalk change,raw_metadata/new_york__ugc8-s3f6__page.json,
i2y3-sx2e,new_york,Curb Metal Protruding Data,NYC Open Data / City agency,curb/sidewalk/hazards,Socrata table,https://data.cityofnewyork.us/api/views/i2y3-sx2e,https://data.cityofnewyork.us/resource/i2y3-sx2e.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,hazard/location,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Complaint/inspection-driven. Value: micro-scale streetscape conditions,raw_metadata/new_york__i2y3-sx2e__page.json,
nfid-uabd,new_york,Parking Regulation Locations and Signs,NYC Open Data / City agency,curb/parking/signs,Socrata geospatial table,https://data.cityofnewyork.us/api/views/nfid-uabd,https://data.cityofnewyork.us/resource/nfid-uabd.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,sign/regulation location,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Regulation parsing complex. Value: curb-management layer,raw_metadata/new_york__nfid-uabd__page.json,
693u-uax6,new_york,Parking Meters Locations and Status,NYC Open Data / City agency,curb/parking,Socrata geospatial table,https://data.cityofnewyork.us/api/views/693u-uax6,https://data.cityofnewyork.us/resource/693u-uax6.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,meter/location,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Inventory may lag. Value: managed curb supply,raw_metadata/new_york__693u-uax6__page.json,
e7yp-wx55,new_york,ParkNYC Block Faces,NYC Open Data / City agency,curb/parking/blockfaces,Socrata geospatial table,https://data.cityofnewyork.us/api/views/e7yp-wx55,https://data.cityofnewyork.us/resource/e7yp-wx55.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,blockface,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Only payment geography. Value: blockface curb monetization,raw_metadata/new_york__e7yp-wx55__page.json,
qt6m-xctn,new_york,Street Sign Work Orders,NYC Open Data / City agency,street signs/work orders,Socrata table,https://data.cityofnewyork.us/api/views/qt6m-xctn,https://data.cityofnewyork.us/resource/qt6m-xctn.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,work order/sign location,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Work orders not full inventory. Value: operational street changes,raw_metadata/new_york__qt6m-xctn__page.json,
jwvp-gyiq,new_york,DOT Street Lights and Traffic Signals 311 Requests,NYC Open Data / City agency,streetlights/signals/311,Socrata dataset,https://data.cityofnewyork.us/api/views/jwvp-gyiq,https://data.cityofnewyork.us/resource/jwvp-gyiq.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,service request,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Complaint-driven. Value: lighting/signal reliability,raw_metadata/new_york__jwvp-gyiq__page.json,
8kuj-2n3u,new_york,Exclusive Pedestrian Signal / Barnes Dance Locations,NYC Open Data / City agency,traffic signals/pedestrian safety,Socrata geospatial table,https://data.cityofnewyork.us/api/views/8kuj-2n3u,https://data.cityofnewyork.us/resource/8kuj-2n3u.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,intersection,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Specific treatment only. Value: pedestrian-priority safety interventions,raw_metadata/new_york__8kuj-2n3u__page.json,
mqt5-ctec,new_york,Vision Zero View Leading Pedestrian Interval Signals,NYC Open Data / City agency,traffic signals/pedestrian safety,Socrata map,https://data.cityofnewyork.us/api/views/mqt5-ctec,https://data.cityofnewyork.us/resource/mqt5-ctec.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,intersection/signal,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Map/visualization export handling. Value: Vision Zero signal rollout,raw_metadata/new_york__mqt5-ctec__page.json,
tvpp-9vvx,new_york,NYC Permitted Event Information,NYC Open Data / City agency,public events/permits,Socrata table,https://data.cityofnewyork.us/api/views/tvpp-9vvx,https://data.cityofnewyork.us/resource/tvpp-9vvx.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,event permit,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Permitted events only; geocoding needed. Value: temporary street/open-space disruptions,raw_metadata/new_york__tvpp-9vvx__page.json,
bkfu-528j,new_york,NYC Permitted Event Information - Historical,NYC Open Data / City agency,public events/permits/historical,Socrata table,https://data.cityofnewyork.us/api/views/bkfu-528j,https://data.cityofnewyork.us/resource/bkfu-528j.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,event permit,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Schema may differ. Value: long-run public realm activity,raw_metadata/new_york__bkfu-528j__page.json,
tg4x-b46p,new_york,Film Permits,NYC Open Data / City agency,public events/film permits,Socrata table,https://data.cityofnewyork.us/api/views/tg4x-b46p,https://data.cityofnewyork.us/resource/tg4x-b46p.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,permit/location/time,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Location strings messy. Value: street closures/cultural activity,raw_metadata/new_york__tg4x-b46p__page.json,
w7w3-xahh,new_york,Issued Licenses,NYC Open Data / City agency,business licenses/economy,Socrata table,https://data.cityofnewyork.us/api/views/w7w3-xahh,https://data.cityofnewyork.us/resource/w7w3-xahh.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,license/business,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Not all business activity; geocoding. Value: regulated business churn,raw_metadata/new_york__w7w3-xahh__page.json,
ptev-4hud,new_york,License Applications,NYC Open Data / City agency,business licenses/economy,Socrata table,https://data.cityofnewyork.us/api/views/ptev-4hud,https://data.cityofnewyork.us/resource/ptev-4hud.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,application/business,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Applications may not become active. Value: commercial leading indicator,raw_metadata/new_york__ptev-4hud__page.json,
92iy-9c3n,new_york,Storefronts Reported Vacant or Not,NYC Open Data / City agency,business/storefronts/economy,Socrata table,https://data.cityofnewyork.us/api/views/92iy-9c3n,https://data.cityofnewyork.us/resource/92iy-9c3n.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,storefront/report,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Coverage/methodology uneven. Value: retail corridor health,raw_metadata/new_york__92iy-9c3n__page.json,
cqsj-cfgu,new_york,Bi-Annual Pedestrian Counts,NYC Open Data / City agency,foot traffic/mobility/economy,Socrata table,https://data.cityofnewyork.us/api/views/cqsj-cfgu,https://data.cityofnewyork.us/resource/cqsj-cfgu.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,count location/time,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Limited locations. Value: observed foot-traffic benchmark,raw_metadata/new_york__cqsj-cfgu__page.json,
ct66-47at,new_york,Bicycle and Pedestrian Counts,NYC Open Data / City agency,foot traffic/active mobility,Socrata table,https://data.cityofnewyork.us/api/views/ct66-47at,https://data.cityofnewyork.us/resource/ct66-47at.json,Requires source-level review before redistribution; official/open source terms vary by publisher.,,,count observation,varies by source/vintage,2026-04-28T12:56:37.631412+00:00,,,Sensor coverage limited. Value: active-mode street use,raw_metadata/new_york__ct66-47at__page.json,
